"id_perusahaan","nama_perusahaan","kategori_bidang","spesialisasi_bidang","kota_sumsel","deskripsi_singkat","prediksi_skill_dibutuhkan","sumber_data"
"PSM586","Firma Pendidikan","Pendidikan","Pendidikan Tinggi & Penelitian","Indralaya","Firma Pendidikan menyediakan solusi Pendidikan dengan spesialisasi Pendidikan Tinggi & Penelitian untuk pasar di Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Tembaga);Keamanan Penerbangan (AVSEC);Teknik Elektro;Layanan Pelanggan Digital;Sumber Daya Manusia;Pemetaan GIS/Remote Sensing Kehutanan;Manajemen Proyek;Supply Chain Management Energi","Riset Tambahan"
"PSM587","Firma Ritel Cipta","Ritel","Distribusi & Ritel Produk Digital & Gaya Hidup","Kayu Agung","Quo ad laudantium accusantium.","Operasi & Pemeliharaan Infrastruktur Air;Teknik Telekomunikasi;Flight Dispatch (Dasar);Hidrologi & Hidrometri;Teknik Kimia (Pengolahan);Manajemen Klaim Asuransi","Riset Tambahan"
"PSM588","Firma Teknologi Palembang (Persero)","Teknologi & Telekomunikasi","Layanan Komunikasi Seluler","Palembang; lokasi proyek","Firma Teknologi Palembang (Persero) adalah perusahaan yang bergerak di bidang Teknologi & Telekomunikasi, dengan fokus pada Layanan Komunikasi Seluler. Berlokasi di Palembang dan  lokasi proyek, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Analisis Kelayakan Kredit Usaha;Layanan Pelanggan Ritel;Media & Komunikasi Olahraga;Pengembangan Perangkat Lunak","Riset Tambahan"
"PSM589","CV Agribisnis Holding","Agribisnis","Perkebunan Komoditas Ekspor","Baturaja (OKU)","CV Agribisnis Holding adalah perusahaan yang bergerak di bidang Agribisnis, dengan fokus pada Perkebunan Komoditas Ekspor. Berlokasi di Baturaja (OKU), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Keamanan Informasi Pemerintah (Dasar);Manajemen Ritel Modern;Analisis Ekonomi Migas;Manajemen Aset Jalan Tol;Teknik Sipil;Metode Pelaksanaan Konstruksi;Manajemen Kualitas (QC/QA);Manajemen Proyek Konstruksi;Manajemen Event Pertandingan","Transkripsi Gambar & Riset"
"PSM590","Perum Asuransi Lubuklinggau Syariah","Asuransi","Asuransi Kredit & Penjaminan","Lubuklinggau","Perum Asuransi Lubuklinggau Syariah menyediakan solusi Asuransi dengan spesialisasi Asuransi Kredit & Penjaminan untuk pasar di Lubuklinggau dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Manajemen Layanan IT (ITSM);Python;Manajemen Ritel Modern;Hukum Asuransi;Jembatan);AutoCAD & Software Desain Teknik","Analisis Internal"
"PSM591","PT Agribisnis Jaya","Agribisnis","Perkebunan Komoditas Ekspor","Ogan Komering Ilir (OKI)","Commodi laudantium nam.","Pengembangan Perangkat Lunak;Operasi Pembangkit Listrik (PLTU;UKM;Teknik Sipil;Penelitian Kesehatan;Jaringan Akses (Fiber Optik;Air Traffic Services (Dasar);Pemeliharaan Mesin Pembangkit;Manajemen Operasional Pembangkit Listrik Lokal (Diesel/Gas);Jurnalisme Radio & Produksi Program","Transkripsi Gambar & Riset"
"PSM592","CV Asia Bank Material","Material Konstruksi","Semen","Palembang; Kayu Agung","Beroperasi di Palembang dan  Kayu Agung, CV Asia Bank Material menawarkan keahlian dalam Semen di sektor Material Konstruksi. Mereka dikenal karena inovasi dan kualitas.","Optimalisasi Jaringan Radio (RF Optimization);Radiologi);Teknik Sipil (Jalan Tol & Jembatan);Silvikultur & Pembibitan;Microsoft Office Suite;Supply Chain Management;Manajemen Lalu Lintas Proyek;Air);Manajemen Produksi Pakan Ternak;Analisis Ekonomi Migas","Transkripsi Gambar & Riset"
"PSM593","UD Teknologi","Teknologi & Layanan","Platform Digital Multi-Layanan","Prabumulih","Sebagai pemain di industri Teknologi & Layanan, UD Teknologi yang berbasis di Prabumulih mengkhususkan diri dalam Platform Digital Multi-Layanan. Dedikasi pada kualitas adalah prioritas utama.","Jalan;Manajemen Hutan Tanaman Industri (Acacia;Eucalyptus);Operasional Pabrik Semen;Teknik Sipil (Struktur;Manajemen Penelitian & Publikasi Ilmiah;Komunikasi;Pemasaran Produk Perbankan;Community Development Perkebunan","Analisis Internal"
"PSM594","PT Olahraga Lestari Holding","Olahraga & Hiburan","Klub Sepak Bola Profesional","Palembang; Kayu Agung","Beroperasi di Palembang dan  Kayu Agung, PT Olahraga Lestari Holding menawarkan keahlian dalam Klub Sepak Bola Profesional di sektor Olahraga & Hiburan. Mereka dikenal karena inovasi dan kualitas.","Farmasi Klinis & Manajemen Obat;Manajemen Proyek Jalan Tol;Manajemen Risiko Kredit;Teknik Elektro;Layanan Penerbangan (Passenger Handling;Sistem Informasi Akademik;AI;Visual Merchandising;Instrumentasi & Kontrol Proses","Riset Tambahan"
"PSM595","Yayasan Kesehatan Syariah","Kesehatan","Layanan Kesehatan Rujukan Nasional","Kayu Agung","Yayasan Kesehatan Syariah menyediakan solusi Kesehatan dengan spesialisasi Layanan Kesehatan Rujukan Nasional untuk pasar di Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","HSE Operasi Migas;Manajemen Jaringan & Infrastruktur TIK Pemerintah;Community Development Perkebunan;Teknik Pertambangan;Teknologi Produksi Pulp;Kepemimpinan","Data Generasi Otomatis"
"PSM596","Perum Konstruksi Persada Baturaja Syariah","Konstruksi","Infrastruktur & Bangunan","Baturaja (OKU)","Distinctio quas perferendis ipsam totam molestias. Soluta soluta sapiente.","Layanan Pelanggan;Penunjang Medis (Laboratorium;Jembatan);Logistik Industri;Bahasa Inggris;Analisis Data Pelanggan Seluler (Customer Analytics);Teknologi Konstruksi Jalan;Manajemen Kualitas Semen","Transkripsi Gambar & Riset"
"PSM597","CV Telekomunikasi Indonesia Teknologi","Teknologi & Layanan","Platform Digital Multi-Layanan","Ogan Komering Ilir (OKI)","Sebagai pemain di industri Teknologi & Layanan, CV Telekomunikasi Indonesia Teknologi yang berbasis di Ogan Komering Ilir (OKI) mengkhususkan diri dalam Platform Digital Multi-Layanan. Dedikasi pada kualitas adalah prioritas utama.","Supply Chain Management;Manajemen Risiko Perbankan Swasta;5G);Budidaya Ternak Ayam (Breeding/Broiler);Administrasi Rumah Sakit;Java;Treasury (Dasar)","Riset Tambahan"
"PSM598","CV Perhotelan Group","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Prabumulih","Sebagai pemain di industri Perhotelan & Pariwisata, CV Perhotelan Group yang berbasis di Prabumulih mengkhususkan diri dalam Akomodasi & Layanan Perhotelan. Dedikasi pada kualitas adalah prioritas utama.","Perencanaan Tambang Jangka Panjang/Pendek;Manajemen Rantai Pasok Pelabuhan;Manajemen Klub Olahraga;Analisis Data Perilaku Pengguna Lokal;Operasional Bank Syariah;Teknik Distribusi Tenaga Listrik Skala Kecil;Teknik Kimia Proses Pulp & Kertas;Pengolahan Hasil Perkebunan (Primer);Teknologi Produksi Pakan","Analisis Internal"
"PSM599","Perum Pendidikan","Pendidikan","Pendidikan Tinggi & Penelitian","Palembang; Indralaya","Sebagai pemain di industri Pendidikan, Perum Pendidikan yang berbasis di Palembang dan  Indralaya mengkhususkan diri dalam Pendidikan Tinggi & Penelitian. Dedikasi pada kualitas adalah prioritas utama.","Prinsip & Produk Perbankan Syariah;Manajemen Fasilitas Bandara;Analisis Data Pelanggan Seluler (Customer Analytics);Bendungan)","Data Generasi Otomatis"
"PSM600","UD Karya Kesehatan","Kesehatan","Layanan Kesehatan Rujukan Nasional","Palembang; lokasi proyek","Beroperasi di Palembang dan  lokasi proyek, UD Karya Kesehatan menawarkan keahlian dalam Layanan Kesehatan Rujukan Nasional di sektor Kesehatan. Mereka dikenal karena inovasi dan kualitas.","Layanan Penerbangan (Passenger Handling;Teknologi Konstruksi Jalan;Teknologi Jaringan Seluler (4G LTE;Administrasi Akademik & Kemahasiswaan","Analisis Internal"
"PSM601","PT Telkomsel Sumbagsel Logistik","Logistik & Transportasi","Layanan Kepelabuhanan","Indralaya;Prabumulih","Incidunt cumque ad laudantium.","Kesehatan Hewan & Biosecurity;Analisis Risiko Asuransi;Analisis Ekonomi Migas;Operasional Pabrik Semen;Teknik Pertambangan;Teknik Elektro;Manajemen Proyek;Survei & Pemetaan Lahan Tol;Layanan Penerbangan (Passenger Handling","Transkripsi Gambar & Riset"
"PSM602","PT Media","Media & Penyiaran","Penyiaran Radio Publik","Palembang; Kayu Agung","PT Media adalah perusahaan yang bergerak di bidang Media & Penyiaran, dengan fokus pada Penyiaran Radio Publik. Berlokasi di Palembang dan  Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Ground Handling);Geosains;Estimasi Biaya Proyek (Quantity Surveyor);Geologi Batubara;Prinsip & Produk Perbankan Syariah;Penulisan Konten","Transkripsi Gambar & Riset"
"PSM603","Perum Energi","Energi","Minyak & Gas Bumi (Hulu)","Kayu Agung","Facilis impedit iure optio. Explicabo consequatur debitis autem labore.","Teknologi Konstruksi Jalan;Jembatan;Silvikultur & Pembibitan;Pemeliharaan Mesin Pembangkit","Transkripsi Gambar & Riset"
"PSM604","Firma Material Lestari Palembang","Material Konstruksi","Semen","Palembang; Kayu Agung","Firma Material Lestari Palembang menyediakan solusi Material Konstruksi dengan spesialisasi Semen untuk pasar di Palembang dan  Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Sistem Informasi Pelabuhan;Media & Komunikasi Olahraga;Teknik Perminyakan (Produksi/Reservoir);Analisis Penjualan Ritel","Transkripsi Gambar & Riset"
"PSM605","CV Logistik Lubuklinggau","Logistik & Transportasi","Layanan Kepelabuhanan","Lubuklinggau;Lahat","CV Logistik Lubuklinggau menyediakan solusi Logistik & Transportasi dengan spesialisasi Layanan Kepelabuhanan untuk pasar di Lubuklinggau dan Lahat dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Safety Management System (SMS) Maskapai;Analisis Data Pelanggan Seluler (Customer Analytics);Analisis Data;Pemeliharaan Infrastruktur Jalan Tol;Layanan Nasabah Prima;Efisiensi Energi Pembangkit;Manajemen Siaran Radio","Analisis Internal"
"PSM606","UD Kereta Api Olahraga Syariah","Olahraga & Hiburan","Klub Sepak Bola Profesional","Kayu Agung","Sebagai pemain di industri Olahraga & Hiburan, UD Kereta Api Olahraga Syariah yang berbasis di Kayu Agung mengkhususkan diri dalam Klub Sepak Bola Profesional. Dedikasi pada kualitas adalah prioritas utama.","Analisis Pembiayaan Syariah (Murabahah;Audit Kepatuhan Syariah;Housekeeping Management;Teknik Mesin Produksi Semen","Riset Tambahan"
"PSM607","UD Kesehatan Bangun Holding","Kesehatan","Layanan Kesehatan Rujukan Nasional","Kayu Agung","UD Kesehatan Bangun Holding adalah perusahaan yang bergerak di bidang Kesehatan, dengan fokus pada Layanan Kesehatan Rujukan Nasional. Berlokasi di Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Radiologi);Kesehatan Hewan Ternak & Akuakultur;Agronomi Tanaman Karet/Sawit/Teh;Manajemen Hutan Tanaman Industri (Acacia;5G);Analisis Kelayakan Kredit Usaha;Supply Chain Management Energi","Analisis Internal"
"PSM608","PT Media Holding","Media & Penyiaran","Penyiaran Radio Publik","Palembang; Kayu Agung","Eaque aspernatur pariatur corrupti repellat.","Teknik Mesin Industri Berat;Pemasaran Produk Perbankan;Safety Management System (SMS) Maskapai;5G);Sistem Kontrol Pembangkit (PLC/DCS);Layanan Pelanggan Platform","Transkripsi Gambar & Riset"
"PSM609","Firma Manufaktur","Manufaktur","Pupuk & Petrokimia","Kayu Agung","Optio perferendis error porro voluptates porro quibusdam. Recusandae adipisci maiores magnam veniam.","Analisis Data Pelanggan Seluler (Customer Analytics);Farmasi Klinis & Manajemen Obat;Treasury (Dasar);Operasional Alat Berat;Teknologi Produksi Pakan;Manajemen Inventaris Ritel;Manajemen Ritel Modern","Data Generasi Otomatis"
"PSM610","Yayasan Konstruksi Palembang","Konstruksi","Infrastruktur Jalan Tol","Palembang; Indralaya","Yayasan Konstruksi Palembang adalah perusahaan yang bergerak di bidang Konstruksi, dengan fokus pada Infrastruktur Jalan Tol. Berlokasi di Palembang dan  Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Siaran Radio;Manajemen Perkebunan Skala Besar;Budidaya Ikan Air Tawar/Payau;Instrumentasi & Kontrol Proses;Teknik Mesin Industri;Kepabeanan & Prosedur Ekspor-Impor;Logistik Barang via Kereta;Teknik Kimia (Pengolahan);Manajemen Pelayanan Medis & Keperawatan;Manajemen Risiko Perbankan","Riset Tambahan"
"PSM611","Perum Transportasi Lubuklinggau Syariah","Transportasi","Transportasi Udara (Pengelola Bandara)","Lubuklinggau","Necessitatibus porro nam asperiores eius consequuntur nihil. Perferendis assumenda temporibus amet quaerat doloremque neque.","Bahasa Inggris;Administrasi Rumah Sakit;Layanan Pelanggan;Budidaya Ikan Air Tawar/Payau;Teknik Pertambangan","Transkripsi Gambar & Riset"
"PSM612","PT Manufaktur","Manufaktur","Pupuk & Petrokimia","Ogan Komering Ilir (OKI)","PT Manufaktur menyediakan solusi Manufaktur dengan spesialisasi Pupuk & Petrokimia untuk pasar di Ogan Komering Ilir (OKI) dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Manajemen Event & Banquet;Teknik Kimia;Operasi & Pemeliharaan Infrastruktur Air;GIS untuk Sumber Daya Air;Bendungan);Manajemen Aset Jalan Tol;Nutrisi Ternak Unggas/Ikan;Python;Air)","Riset Tambahan"
"PSM613","UD Olahraga (Persero)","Olahraga & Hiburan","Klub Sepak Bola Profesional","Palembang","UD Olahraga (Persero) menyediakan solusi Olahraga & Hiburan dengan spesialisasi Klub Sepak Bola Profesional untuk pasar di Palembang dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","GIS untuk Perkebunan;Budidaya Ternak Ayam (Breeding/Broiler);Customer Relationship Management (CRM);Operasional Bank Syariah;Manajemen Risiko Perbankan Swasta;Manajemen Event Pertandingan;Tembaga);K3 Lingkungan Pembangkitan;Manajemen Lingkungan Tambang;Manajemen Klaim Asuransi","Transkripsi Gambar & Riset"
"PSM614","CV Material Jaya","Material Konstruksi","Semen","Lubuklinggau","CV Material Jaya adalah perusahaan yang bergerak di bidang Material Konstruksi, dengan fokus pada Semen. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Teknik Kimia (Proses Semen);Analisis Laporan Keuangan Lembaga Jasa Keuangan;Analisis Kredit (Konsumer;Sertifikasi Kehutanan Lestari (FSC/PEFC);Operasional Alat Berat;Pemasaran Produk & Layanan Seluler;Jembatan);Teknologi Konstruksi Jalan;Teknik Mesin Industri","Data Generasi Otomatis"
"PSM615","PT Material","Material Konstruksi","Semen","Palembang; lokasi proyek","PT Material menyediakan solusi Material Konstruksi dengan spesialisasi Semen untuk pasar di Palembang dan  lokasi proyek dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Bendungan);Quality Control Produk Peternakan;Teknologi Konstruksi Jalan;Teknik Perminyakan (Produksi/Reservoir);Python;PLTG","Data Generasi Otomatis"
"PSM616","Yayasan Perhotelan Karya","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Baturaja (OKU)","Beroperasi di Baturaja (OKU), Yayasan Perhotelan Karya menawarkan keahlian dalam Akomodasi & Layanan Perhotelan di sektor Perhotelan & Pariwisata. Mereka dikenal karena inovasi dan kualitas.","Supply Chain Management;Logistik;Sumber Daya Manusia;Teknik Sipil (Struktur;Manajemen Kontrak Konstruksi","Data Generasi Otomatis"
"PSM617","Perum Media Sejahtera","Media & Penyiaran","Penyiaran Radio Publik","Baturaja (OKU)","Beroperasi di Baturaja (OKU), Perum Media Sejahtera menawarkan keahlian dalam Penyiaran Radio Publik di sektor Media & Penyiaran. Mereka dikenal karena inovasi dan kualitas.","Media & Komunikasi Olahraga;Perpustakaan Digital & Literasi Informasi;Farmasi Klinis & Manajemen Obat;Pemasaran Produk & Layanan Seluler;Pemasaran Digital;Analisis Laporan Keuangan Lembaga Jasa Keuangan;Sistem Transaksi Tol Elektronik;Bahasa Inggris;Teknik Mesin Industri Berat;Treasury (Dasar)","Transkripsi Gambar & Riset"
"PSM618","Yayasan Energi Abadi Lubuklinggau Group","Energi","Minyak & Gas Bumi (Hulu & Hilir)","Lubuklinggau","Yayasan Energi Abadi Lubuklinggau Group menyediakan solusi Energi dengan spesialisasi Minyak & Gas Bumi (Hulu & Hilir) untuk pasar di Lubuklinggau dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Teknik Sipil (Struktur;Optimalisasi Jaringan Radio (RF Optimization);Geologi & Geofisika Eksplorasi;Visual Merchandising;Perencanaan Tambang Jangka Panjang/Pendek;Tembaga);Manajemen Operasional Pembangkit Listrik Lokal (Diesel/Gas)","Analisis Internal"
"PSM619","Perum Agribisnis","Agribisnis","Perkebunan Komoditas Ekspor","Palembang; lokasi proyek;Kayu Agung","Inventore non ex laudantium.","Pemasaran & Komersial Bandara;Teknologi Produksi Pakan;Jembatan;Pelayanan Pelanggan Listrik Pedesaan","Transkripsi Gambar & Riset"
"PSM620","CV Material","Material Konstruksi","Semen","Kayu Agung;Baturaja (OKU)","CV Material adalah perusahaan yang bergerak di bidang Material Konstruksi, dengan fokus pada Semen. Berlokasi di Kayu Agung dan Baturaja (OKU), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Silvikultur & Pembibitan;Supply Chain Management;Sumber Daya Manusia;Analisis Data Pelanggan Seluler (Customer Analytics);Pemasaran Produk Penjaminan;Prinsip & Produk Perbankan Syariah;Sistem Informasi Pelabuhan;Manajemen Layanan IT (ITSM);Sistem Persinyalan Kereta Api","Analisis Internal"
"PSM621","CV VIII Wilayah Agribisnis","Agribisnis","Peternakan Terpadu & Pakan","Palembang;Ogan Komering Ilir (OKI)","Pariatur fugiat ex voluptatum. Voluptatibus doloribus qui iusto sint.","Manajemen Peternakan Ayam (Broiler/Layer);Analisis Kredit (Konsumer;Guest Relations;Pemeliharaan Infrastruktur Jalan Tol;Operasional Perbankan Modern;Analisis Penjualan Ritel;Pemasaran & Komersial Bandara","Transkripsi Gambar & Riset"
"PSM622","PT Agribisnis","Agribisnis","Perkebunan Komoditas Ekspor","Indralaya","Beroperasi di Indralaya, PT Agribisnis menawarkan keahlian dalam Perkebunan Komoditas Ekspor di sektor Agribisnis. Mereka dikenal karena inovasi dan kualitas.","Cyber Security;Budidaya Ikan Air Tawar/Payau;Teknik Sipil (Struktur;Analisis Kelayakan Kredit Usaha;Logistik Industri;Housekeeping Management;Logistik","Riset Tambahan"
"PSM623","Perum Perbankan","Perbankan","Layanan Keuangan & Perbankan Swasta","Kayu Agung","Architecto ab ea dolorum soluta.","Instrumentasi & Kontrol Proses;Metode Pelaksanaan Konstruksi;HSE Perkebunan;Quality Control Produk Peternakan;UKM;Manajemen Siaran Radio;Manajemen Operasional Platform Digital;Bahasa Inggris;Front Office Management;Quality Control Pakan & Produk Ternak","Transkripsi Gambar & Riset"
"PSM624","Perum Manufaktur Solusindo","Manufaktur","Pupuk & Petrokimia","Muara Enim;Palembang; Indralaya","Sebagai pemain di industri Manufaktur, Perum Manufaktur Solusindo yang berbasis di Muara Enim dan Palembang dan  Indralaya mengkhususkan diri dalam Pupuk & Petrokimia. Dedikasi pada kualitas adalah prioritas utama.","PLTA);Musyarakah);Sales & Marketing Pakan/DOC;Manajemen Hutan Tanaman Industri (Acacia;Quality Control Produk Peternakan;Pengadaan & Kontrak Konstruksi Tol;Bahasa Inggris;Operasional Alat Berat;Visual Merchandising;Analisis Kelayakan Kredit Usaha","Transkripsi Gambar & Riset"
"PSM625","Firma Pendidikan Mandiri Prabumulih","Pendidikan","Pendidikan Tinggi & Penelitian","Prabumulih","Maiores expedita sit quasi possimus culpa cum. Minima vero voluptate deleniti.","Drainase;Machine Learning;Analisis Ekonomi Migas;Pemasaran & Sponsorship Olahraga","Riset Tambahan"
"PSM626","CV Manufaktur Palembang","Manufaktur","Industri Pulp & Kertas","Palembang; Indralaya","CV Manufaktur Palembang adalah perusahaan yang bergerak di bidang Manufaktur, dengan fokus pada Industri Pulp & Kertas. Berlokasi di Palembang dan  Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Housekeeping Management;Teknik Telekomunikasi;Mekanisasi Pertanian;Pemasaran Digital Lokal;K3 (Keselamatan dan Kesehatan Kerja);AutoCAD & Software Desain Teknik;Musyarakah);Pemasaran & Komersial Bandara;Analisis Ekonomi Migas","Analisis Internal"
"PSM627","UD Logistik","Logistik & Transportasi","Layanan Kepelabuhanan","Kayu Agung","Sebagai pemain di industri Logistik & Transportasi, UD Logistik yang berbasis di Kayu Agung mengkhususkan diri dalam Layanan Kepelabuhanan. Dedikasi pada kualitas adalah prioritas utama.","Manajemen Proyek Konstruksi;Pemasaran Produk Digital;Distribusi & Logistik Material Konstruksi;Analisis Ekonomi Migas;Manajemen Inventaris Ritel;Manajemen Energi & Utilitas Pabrik Besar;Manajemen Transportasi Darat;Pemasaran Digital;Teknik Kimia Proses Pulp & Kertas","Riset Tambahan"
"PSM628","Yayasan Media Inovasi","Media & Penyiaran","Penyiaran Radio Publik","Lubuklinggau","Sebagai pemain di industri Media & Penyiaran, Yayasan Media Inovasi yang berbasis di Lubuklinggau mengkhususkan diri dalam Penyiaran Radio Publik. Dedikasi pada kualitas adalah prioritas utama.","Wealth Management;Treasury (Dasar);Scouting & Analisis Pemain (Dasar);Perlindungan Konsumen Keuangan;Jaringan Akses (Fiber Optik;Teknologi Produksi Pulp;Layanan Pelanggan Ritel;Distribusi & Logistik Material Konstruksi","Analisis Internal"
"PSM629","Firma Olahraga Persada","Olahraga & Hiburan","Klub Sepak Bola Profesional","Lahat;Kayu Agung","Beroperasi di Lahat dan Kayu Agung, Firma Olahraga Persada menawarkan keahlian dalam Klub Sepak Bola Profesional di sektor Olahraga & Hiburan. Mereka dikenal karena inovasi dan kualitas.","Perlindungan Hutan & Pengendalian Kebakaran;Operasi Lapangan Migas;Manajemen Proyek Energi;Sertifikasi Kehutanan Lestari (FSC/PEFC);Logistik;Underwriting Asuransi Kredit;Pemasaran Produk Gadget & Elektronik;Komunikasi Publik & Kehumasan Pemerintah;Distribusi & Logistik Material Konstruksi","Riset Tambahan"
"PSM630","Yayasan Media","Media & Penyiaran","Penyiaran Radio Publik","Ogan Komering Ilir (OKI)","Beroperasi di Ogan Komering Ilir (OKI), Yayasan Media menawarkan keahlian dalam Penyiaran Radio Publik di sektor Media & Penyiaran. Mereka dikenal karena inovasi dan kualitas.","Teknik Perminyakan;Pemasaran Produk Digital;Hidrologi & Hidrometri;Pemeliharaan Infrastruktur Jalan Tol;Manajemen Kualitas Semen;Mekanisasi Pertanian;Operasional Alat Berat","Data Generasi Otomatis"
"PSM631","Perum Layanan Lestari (Persero)","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Palembang; Indralaya","Perum Layanan Lestari (Persero) adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Teknologi Informasi & Komunikasi Pemerintahan. Berlokasi di Palembang dan  Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Sales & Ticketing Maskapai;Analisis Laporan Keuangan Lembaga Jasa Keuangan;Kesehatan Hewan Ternak & Akuakultur;Hidrologi & Hidrometri;Supply Chain Management;Pemasaran Produk Gadget & Elektronik;Layanan Penerbangan (Passenger Handling;Pemasaran Produk Perbankan;Manajemen Risiko Perbankan","Riset Tambahan"
"PSM632","Firma Manufaktur Abadi","Manufaktur","Industri Pulp & Kertas","Sekayu (Muba)","Firma Manufaktur Abadi adalah perusahaan yang bergerak di bidang Manufaktur, dengan fokus pada Industri Pulp & Kertas. Berlokasi di Sekayu (Muba), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Quality Control Pakan & Produk Ternak;Sumber Daya Manusia;Air Traffic Services (Dasar);Manajemen Event & Banquet;Budidaya Ternak Ayam (Breeding/Broiler);Operasional Cabang Bank","Analisis Internal"
"PSM633","Perum Charoen Pokphand Perhotelan","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Palembang; Indralaya","Beroperasi di Palembang dan  Indralaya, Perum Charoen Pokphand Perhotelan menawarkan keahlian dalam Akomodasi & Layanan Perhotelan di sektor Perhotelan & Pariwisata. Mereka dikenal karena inovasi dan kualitas.","Sistem Kontrol Pembangkit (PLC/DCS);Proses Produksi Pupuk;Eucalyptus);Instrumentasi & Kontrol Proses;Operasional Cabang Bank;Kepemimpinan;Analisis Kredit (Konsumer","Riset Tambahan"
"PSM634","CV Ritel","Ritel","Distribusi & Ritel Produk Digital & Gaya Hidup","Muara Enim","CV Ritel adalah perusahaan yang bergerak di bidang Ritel, dengan fokus pada Distribusi & Ritel Produk Digital & Gaya Hidup. Berlokasi di Muara Enim, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Penelitian Kesehatan;Teknik Telekomunikasi;Instrumentasi & Kontrol Proses;Analisis Data Operasional;Kesehatan Hewan & Biosecurity;Operasi Pembangkit Listrik (PLTU;Akuntansi Perbankan;Manajemen Operasi Penerbangan;Manajemen Lingkungan Tambang","Analisis Internal"
"PSM635","Yayasan Media (Persero)","Media & Penyiaran","Penyiaran Radio Publik","Indralaya","Illo alias quas pariatur. Nisi eos quia voluptas aperiam.","Teknik Sipil (Struktur;Analisis Pembiayaan Syariah (Murabahah;Penelitian Kesehatan;Underwriting Asuransi Umum","Riset Tambahan"
"PSM636","Firma Pertambangan","Pertambangan","Batubara","Sekayu (Muba);Muara Enim","Firma Pertambangan menyediakan solusi Pertambangan dengan spesialisasi Batubara untuk pasar di Sekayu (Muba) dan Muara Enim dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Keuangan;Perencanaan Kehutanan & Inventarisasi Hutan;Literasi & Edukasi Keuangan;Perlindungan Konsumen Keuangan;Manajemen Hutan Tanaman Industri (Acacia;Optimalisasi Jaringan Radio (RF Optimization);Layanan Pelanggan Ritel;Pengawasan Kepatuhan (Compliance)","Analisis Internal"
"PSM637","Perum Agribisnis","Agribisnis","Industri Pakan Ternak & Peternakan Terpadu","Sekayu (Muba)","Quae fugit eligendi quas doloribus modi nobis.","Komunikasi Publik & Kehumasan Pemerintah;Digitalisasi Konten Radio & Podcast;K3 Lingkungan Pembangkitan;Cloud Computing (AWS/Azure/GCP);Supply Chain Management;GIS untuk Sumber Daya Air;Manajemen Event & Banquet;Sales & Marketing Perhotelan;Media & Komunikasi Olahraga;Analisis Ekonomi Migas","Analisis Internal"
"PSM638","Yayasan Media Solusindo","Media & Penyiaran","Penyiaran Radio Publik","Palembang","Aut illum iusto tempora fuga esse nulla. Odit vitae id saepe.","Operasional Bank Syariah;Nutrisi Ternak Unggas/Ikan;Gerbong);Pengembangan Komunitas Pengguna/Mitra;Manajemen Ritel Modern;Kerja Tim;Underwriting Asuransi Umum;Teknologi Konstruksi Jalan;Teknik Elektro (Arus Kuat)","Riset Tambahan"
"PSM639","Firma Asuransi Raya Lahat","Asuransi","Asuransi Kredit & Penjaminan","Lahat","Firma Asuransi Raya Lahat adalah perusahaan yang bergerak di bidang Asuransi, dengan fokus pada Asuransi Kredit & Penjaminan. Berlokasi di Lahat, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Musyarakah);Radiologi);Ground Operations & Customer Handling;Operasi Pembangkit Listrik (PLTU;Manajemen Energi & Utilitas Pabrik Besar;Hidrologi & Hidrometri;Manajemen Operasional Platform Digital;Administrasi Akademik & Kemahasiswaan;Manajemen Peternakan Ayam (Broiler/Layer);Teknik Elektro","Analisis Internal"
